regime,baseline_trades,passed_trades,skipped_trades,baseline_wr,passed_wr,skipped_wr,baseline_pnl,passed_pnl,skipped_pnl
range,185,146,39,0.12432432432432433,0.11643835616438356,0.15384615384615385,-37.84138123880606,-29.539337132243134,-8.302044106562924
